scorer,DLC_resnet101_multipointsFeb7shuffle1_26000.3,DLC_resnet101_multipointsFeb7shuffle1_26000.4,DLC_resnet101_multipointsFeb7shuffle1_26000.5,DLC_resnet101_multipointsFeb7shuffle1_26000.9,DLC_resnet101_multipointsFeb7shuffle1_26000.10,DLC_resnet101_multipointsFeb7shuffle1_26000.11,DLC_resnet101_multipointsFeb7shuffle1_26000.39,DLC_resnet101_multipointsFeb7shuffle1_26000.40,DLC_resnet101_multipointsFeb7shuffle1_26000.41,DLC_resnet101_multipointsFeb7shuffle1_26000.42,DLC_resnet101_multipointsFeb7shuffle1_26000.43,DLC_resnet101_multipointsFeb7shuffle1_26000.44,DLC_resnet101_multipointsFeb7shuffle1_26000.45,DLC_resnet101_multipointsFeb7shuffle1_26000.46,DLC_resnet101_multipointsFeb7shuffle1_26000.47
227,960.8753052,678.4116211,0.824749172,1031.9646,638.0750732,0.808496118,984.5731201,689.7131958,0.66797471,1155.710205,701.805481,0.715708733,1171.36084,702.0172119,0.907131016
228,960.230835,678.3161621,0.817547679,1029.727051,637.7797852,0.783910751,983.9741821,689.5333862,0.677906752,1154.818115,702.3705444,0.663354456,1170.515625,702.2188721,0.894194245
229,959.3445435,678.2209473,0.820664346,1028.677368,636.7302856,0.755631626,983.5049438,689.4418335,0.696457505,1154.564087,702.2455444,0.711918473,1170.288696,702.2956543,0.902252614
230,958.1375122,678.0061035,0.793441832,1029.318481,634.6491089,0.743525624,983.0004883,688.6171875,0.71588397,1154.606079,701.8168335,0.712816358,1169.932495,702.0612183,0.899497867
231,957.4561157,676.8282471,0.805673897,1028.048828,636.857605,0.781916022,982.1567383,688.6559448,0.738279104,1153.529175,701.6463623,0.687172234,1169.001709,702.229187,0.888869405
232,956.4603271,676.3994751,0.803950071,1027.119141,637.3310547,0.789305866,981.5534668,687.7005615,0.747887552,1152.335938,701.6245117,0.639653206,1167.887573,702.401062,0.867655575
233,955.6411133,675.647522,0.827861011,1027.213501,637.4526367,0.79656589,981.5297241,687.4812012,0.740258753,1151.398438,701.8154297,0.685023129,1167.145752,702.4025269,0.87367934
234,954.8858032,675.3805542,0.845178068,1025.379272,637.6989136,0.750700891,981.1304321,686.5160522,0.738468409,1150.630127,701.9960327,0.696320713,1165.960815,702.3656616,0.854607999
235,954.1241455,675.2529907,0.854423523,1024.834229,637.4868774,0.739020467,980.7944946,686.3353882,0.732299924,1150.295776,701.5511475,0.696733892,1164.950806,701.8949585,0.812629342
236,953.0330811,674.6131592,0.85872817,1026.453003,634.1001587,0.706207037,979.6779175,684.1502686,0.728963554,1149.803711,701.5107422,0.682323754,1162.018555,704.2645874,0.746377528
237,952.475647,674.5938721,0.87098968,1026.797729,634.1878662,0.727039754,979.1157227,684.1590576,0.747394383,1148.775269,701.1030884,0.716782868,1161.081299,703.6647949,0.761965275
238,951.6724854,674.3700562,0.86659354,1024.999146,637.2641602,0.695077717,978.7772217,683.3115845,0.748371184,1148.084717,701.4522705,0.674644411,1163.337769,704.0258179,0.779493928
239,951.0496216,674.3121338,0.862020195,1026.078979,633.5497437,0.706334531,977.8261719,682.4321899,0.744609892,1147.054443,701.8969116,0.648927212,1162.729004,703.8963623,0.835564137
240,949.9689941,674.1370239,0.861260891,1020.050049,634.3394775,0.68111676,976.8755493,681.7727661,0.760805428,1146.409424,702.1647949,0.596243501,1160.776367,703.8139648,0.855825841
241,950.1658936,673.7683105,0.868738353,1021.265015,632.2645264,0.681943238,976.6036377,681.8863525,0.754624128,1145.028931,702.6088257,0.598476768,1159.988647,703.8684082,0.876683652
242,948.9918213,673.793335,0.869953811,1020.926636,632.5400391,0.746696174,975.7960205,681.4620972,0.735834658,1143.97998,702.8435669,0.628796518,1159.593262,703.8336792,0.90157032
243,948.2628784,673.4147949,0.865800083,1024.952637,632.5800781,0.740888655,975.3631592,680.859375,0.721545935,1143.998169,702.7716675,0.631145298,1159.625,703.7659912,0.898381233
244,947.3409424,672.8140869,0.842369616,1020.798279,632.8208008,0.73300451,974.8936157,680.2154541,0.710383356,1143.694946,703.0275879,0.627381623,1158.961426,703.5615234,0.904812813
245,946.4790039,672.2948608,0.824888647,1021.27356,632.7125244,0.73822099,974.1778564,679.9955444,0.670952678,1143.679443,702.9302368,0.664175451,1158.605591,703.3917847,0.920728803
246,946.2386475,672.1029053,0.820234716,1021.414063,632.7432251,0.736017764,974.0084229,679.748291,0.679685533,1142.923218,703.2329712,0.644510686,1157.56311,703.1126709,0.922195375
247,945.737854,671.3686523,0.801347017,1021.03772,631.947937,0.754555941,973.6591797,678.9037476,0.65700978,1142.455933,702.9457397,0.603597283,1156.96582,702.8951416,0.921739757
248,944.28302,670.5673828,0.749635279,1020.799988,631.1704102,0.792155325,973.4705811,678.137085,0.645703077,1142.186157,702.9260254,0.571043909,1156.598877,702.9159546,0.915119648
249,943.2434692,670.2261963,0.735053718,1020.50061,630.5898438,0.818256021,970.0737915,679.3781738,0.663435996,1141.765137,702.8485718,0.502558291,1156.179077,702.6443481,0.906497777
250,939.4396973,671.5751343,0.736893058,1019.951782,631.5128174,0.787879467,968.6022339,679.5437622,0.689753711,1141.392822,701.6836548,0.575635493,1155.647705,701.9321289,0.90322119
251,939.1912231,670.7546387,0.757897556,1019.810303,631.0875854,0.803761244,967.7998657,679.1896973,0.719170749,1140.79541,701.5378418,0.663734436,1155.037598,701.4736938,0.91241473
252,939.1643066,670.4208984,0.768448174,1018.985901,630.5118408,0.815829337,967.2681274,678.9127808,0.732624233,1140.252075,701.053894,0.716871977,1153.482056,700.9168701,0.908768535
253,940.0487061,668.3735962,0.764344335,1018.7901,630.1343384,0.832799852,967.3711548,678.3049927,0.737472117,1138.973145,700.9779663,0.738676429,1152.555786,700.5159302,0.892917693
254,939.0918579,667.8300171,0.7617293,1017.850159,629.8951416,0.828763723,966.4084473,677.6455078,0.743211508,1137.977173,700.8469238,0.727930903,1151.480835,700.2990112,0.869281471
255,938.2608032,667.1603394,0.751930058,1017.096252,630.3226929,0.862301886,965.3270264,677.2278442,0.765874624,1136.717163,700.2561035,0.760586619,1150.474487,699.9833374,0.866677344
256,936.6313477,668.1676636,0.736017346,1017.708801,629.9134521,0.863231659,965.265564,676.862854,0.765388548,1135.711792,699.788147,0.765463412,1149.339966,699.6607666,0.839914024
257,938.1831055,666.9260254,0.767426312,1018.243896,629.8864136,0.859978259,964.4116211,676.6298218,0.775646925,1135.124512,699.3186646,0.769050658,1148.75647,699.734375,0.821091294
258,937.3590698,666.9505005,0.794488609,1017.485962,629.2590332,0.865794897,963.9828491,676.4094238,0.773116469,1134.31543,699.1130981,0.738134146,1146.206909,702.3632202,0.772865057
259,936.4828491,663.84021,0.809120536,1017.504761,628.94104,0.876378655,963.7947998,675.5806885,0.746820033,1134.071045,699.3492432,0.725749433,1145.568848,702.4230957,0.784383059
260,936.4621582,663.8189697,0.807840168,1016.596802,628.6192017,0.884813309,963.1417236,675.649231,0.727013111,1133.816528,699.1760254,0.687454522,1145.072021,702.1314087,0.778423071
261,935.3744507,663.49646,0.82765466,1016.474121,627.9500732,0.897055089,962.5974121,674.4311523,0.737355053,1133.516968,699.0578003,0.647007048,1144.296021,702.1552124,0.77034694
262,935.1353149,663.3657837,0.814158261,1016.798523,627.9297485,0.87729466,962.005249,674.6375122,0.740432918,1132.640991,698.7699585,0.620265841,1143.74646,701.7992554,0.750745177
263,934.4014893,663.1691895,0.842143476,1017.444092,627.0930786,0.872090042,961.3591309,673.8082886,0.733012795,1131.296387,698.6641846,0.623898923,1146.789307,701.2247314,0.787819624
264,933.6986694,663.0177002,0.844289184,1017.117798,626.2249146,0.861240566,961.812561,673.1621094,0.709627807,1130.113281,698.0819702,0.637394428,1145.236328,697.7214355,0.818598986
265,932.9230347,662.7801514,0.832493007,1016.407043,625.9812012,0.850250065,961.6849976,672.5652466,0.682716966,1128.883545,697.9807739,0.691030025,1144.768188,697.0542603,0.864743531
266,931.6973267,662.0147095,0.816525102,1014.80719,625.3827515,0.820036352,961.1629028,672.2329712,0.645037591,1127.887817,697.411438,0.688840568,1143.831055,696.4265747,0.885161936
267,931.3005371,662.4927368,0.826664984,1014.26532,624.59375,0.793650448,960.7718506,672.3991089,0.644235492,1127.204102,697.3859253,0.69747597,1143.342163,696.2069702,0.901474893
268,930.1700439,662.0966187,0.815696478,1013.937073,624.3692627,0.773843169,959.8657227,672.4443359,0.619132519,1126.224976,697.4564819,0.701157093,1142.179932,696.0806274,0.915253758
269,930.0481567,662.1862183,0.827116966,1013.073425,624.1571655,0.777343988,959.8753662,669.7374268,0.597037435,1128.390747,696.3674316,0.67103374,1141.270264,696.0543823,0.907884717
270,929.8074951,662.2636108,0.800800264,1013.919495,624.3556519,0.779216886,959.9439697,669.5113525,0.582065761,1127.510132,695.8468018,0.657637715,1140.688965,695.4266357,0.897545278
271,928.8936157,661.5791626,0.825922489,1012.965637,623.7860718,0.720596373,959.3519897,668.1241455,0.598943174,1126.998047,695.4558716,0.734024882,1139.90564,694.7955322,0.920730293
272,928.4465332,661.0048218,0.819330633,1012.529236,623.4700928,0.654202998,952.6990356,672.1539917,0.60511893,1125.921997,695.3103027,0.721170068,1139.231567,694.3625488,0.916801572
273,926.9154053,660.6692505,0.796468019,1011.169678,622.868042,0.636426747,952.2921143,671.619812,0.628714085,1125.528198,695.4922485,0.726724982,1138.766724,694.1866455,0.923320115
274,926.3695679,660.3723145,0.786079884,1011.248901,622.8062744,0.643947363,951.3567505,671.1447754,0.649004042,1124.689941,694.3093872,0.737141669,1137.856567,693.5517578,0.920567751
275,926.2752686,659.5888062,0.78372246,1010.847473,622.321167,0.645618796,950.9272461,670.8989868,0.677729964,1123.403198,694.0991211,0.837915897,1137.442871,693.0390625,0.942495942
276,925.3261719,659.8922729,0.784932733,1010.605835,621.6975098,0.613551974,950.5761108,670.9111938,0.681603014,1122.436035,693.7108765,0.842071593,1135.932251,693.0125732,0.935501158
277,923.0405273,659.5951538,0.795581639,1004.179199,621.0890503,0.614681184,950.0650024,670.5071411,0.682366133,1121.561646,693.5562134,0.85081327,1135.333496,692.8739014,0.933235943
278,922.5737915,658.8644409,0.818919003,1003.189453,620.8776855,0.648036778,949.4540405,669.7973633,0.686990976,1120.629639,693.2319946,0.835263133,1134.296265,693.0350342,0.916566253
279,922.0238037,658.7229614,0.840287447,1002.775146,620.9018555,0.653733134,949.312439,669.7297363,0.695230663,1119.555298,692.609375,0.860623181,1134.200928,692.1520386,0.927867413
280,921.201416,658.4234619,0.851874471,1002.614502,621.4072876,0.685870588,950.3424683,668.7615967,0.696733296,1118.526123,691.944519,0.848664403,1133.665527,691.8304443,0.921062291
281,920.3270264,658.8823242,0.847755194,1001.384216,621.6408081,0.72350198,949.6206665,668.4100342,0.725177944,1118.037476,691.18396,0.842094839,1133.293091,691.4230957,0.918066859
282,919.9403687,658.3905029,0.857729316,1000.164368,619.770752,0.72447598,948.1740723,667.9916992,0.730555654,1116.927979,690.0545044,0.818403661,1132.129761,690.4988403,0.907298028
283,919.2259521,658.6000977,0.870927572,1000.239807,619.9213867,0.712989509,947.4521484,667.4682617,0.740564227,1116.029175,689.6662598,0.820602417,1131.152588,690.3563232,0.88430196
284,918.2770386,659.041626,0.870080888,999.8757324,620.3447876,0.673941314,946.7151489,667.3795166,0.741173685,1115.291138,689.3153687,0.772925138,1128.849731,691.3561401,0.856523514
285,918.4385986,658.8374023,0.868989289,1000.823303,619.4449463,0.591708422,946.9812012,667.1026611,0.733680129,1114.342651,687.3306885,0.735896885,1130.231323,688.9802246,0.886717081
286,917.0255127,658.9935303,0.858173132,989.5114136,618.3798218,0.503021836,945.4404297,667.0060425,0.732267678,1112.855835,685.2390747,0.763583481,1129.412964,687.8755493,0.875997603
287,915.3567505,659.5536499,0.864042342,997.8187866,618.9002075,0.517822087,944.7373657,666.5159912,0.720365524,1112.240112,684.7597046,0.794213831,1128.121582,686.7640991,0.905845523
288,913.3372192,660.0403442,0.851883292,986.7958374,618.5128174,0.563003302,943.1739502,665.7574463,0.669060946,1111.093506,683.5914917,0.824855089,1127.015625,685.8254395,0.899519145
289,911.7949829,660.1583862,0.82907784,986.9112549,618.3711548,0.58469969,942.291748,665.9234619,0.63873601,1110.341431,683.2635498,0.842803955,1126.201538,684.8712158,0.889572203
290,910.8201904,660.3555908,0.80669111,984.9945679,617.8596191,0.575245261,937.3047485,667.5722046,0.627297461,1110.494019,680.1613159,0.818526447,1125.166992,680.5900269,0.921580076
291,910.699585,659.9608154,0.806511462,983.7595825,616.4360962,0.546469212,936.6287842,667.9013062,0.66174525,1108.56311,679.1665039,0.85101217,1123.588745,678.6804199,0.944886506
292,909.5421753,659.9376831,0.803058267,984.5372925,618.1948242,0.539395154,936.4138184,669.0117798,0.669562936,1107.493042,678.5994263,0.849737763,1122.839844,677.4752808,0.950229585
293,908.4123535,659.8973999,0.80769515,983.5241089,616.5452881,0.509777904,935.2072144,668.7845459,0.69998306,1105.646973,677.8882446,0.86677134,1121.952515,676.2980347,0.955478489
294,907.8458252,660.1208496,0.793559849,983.0597534,615.4418945,0.567720175,934.2697754,668.4976807,0.717437387,1105.008423,676.1367188,0.877785563,1121.489624,674.8026123,0.960372508
295,907.4105835,660.1307983,0.813043833,983.8137817,615.7886353,0.575519502,933.3032837,668.2450562,0.727778435,1103.505981,676.0307617,0.896700382,1120.390625,673.9865112,0.960449398
296,904.6369019,660.3694458,0.815844595,982.9032593,614.880188,0.573791802,932.418457,668.1194458,0.724731386,1102.803589,675.3905029,0.89560616,1119.536133,673.6706543,0.954101443
297,904.046814,660.2754517,0.819443285,981.5421143,614.3428345,0.573611557,930.9237671,667.6217041,0.724666834,1102.079712,674.7479858,0.893305063,1118.658081,673.6814575,0.950286984
298,903.6039429,660.6132202,0.821878016,971.6126709,616.8150635,0.491361946,930.2035522,666.9467163,0.732967138,1101.093872,673.6537476,0.86787051,1117.824463,672.8009033,0.931617677
299,903.3971558,660.9691162,0.822242916,971.2093506,615.293457,0.516547263,929.7198486,666.2627563,0.727514684,1100.167603,673.3409424,0.848031819,1116.297485,672.2636108,0.896412432
300,902.5578003,660.9034424,0.822296679,971.4763794,615.2663574,0.510915399,929.6221313,666.4449463,0.70696038,1099.549072,671.8742065,0.808775723,1112.909424,673.7902832,0.884703696
301,901.5706787,661.1618042,0.820464253,971.149292,615.1576538,0.595775366,929.2763672,666.2874756,0.699496686,1098.66626,670.5870972,0.795034528,1114.21936,671.9752808,0.895559192
302,900.0549927,661.3743896,0.819968879,970.3806763,615.2844849,0.59318459,927.9825439,665.5164795,0.694278061,1097.800659,670.133728,0.78108418,1113.295288,671.4308472,0.908027053
303,899.37146,661.8407593,0.826542318,969.7011108,615.0701904,0.660756707,927.0942383,665.5922241,0.676549077,1096.477905,669.2438354,0.834843516,1112.454956,670.5481567,0.915688038
304,898.7659912,662.0645752,0.810055852,969.0465698,614.8422852,0.660376132,926.5674438,666.3112183,0.667130172,1095.364136,668.7675781,0.869366586,1111.375,669.9634399,0.921476543
305,897.5137939,661.7775269,0.824477553,969.1456909,614.9367676,0.653978765,926.4928589,666.0578003,0.664041519,1093.93335,668.506958,0.887001574,1110.465942,669.4549561,0.924887538
306,896.2741089,661.5604248,0.810924351,967.8481445,615.5783691,0.658125877,925.927063,665.8058472,0.626677096,1092.832642,667.4730835,0.883776248,1109.169434,668.3379517,0.913559675
307,894.8985596,661.4453125,0.798666,967.8319092,615.8282471,0.672052026,921.7380981,668.2705078,0.652567446,1092.194824,667.0241699,0.886589766,1107.99585,667.4945679,0.908590019
308,894.8410645,661.8151855,0.793743908,968.2109375,614.2220459,0.651515245,921.5302734,668.2993164,0.652036905,1091.349487,666.4477539,0.885744095,1107.962769,665.3499146,0.916606128
309,893.8427124,661.5640259,0.767970502,968.5772705,614.0368042,0.652063847,920.9464111,668.6078491,0.661366403,1090.407959,666.246521,0.885191739,1107.490967,664.9348145,0.920481861
310,893.3483887,661.5913696,0.748916686,967.7172852,613.9890747,0.664581776,920.1397095,668.267395,0.672797501,1089.089966,665.3815308,0.853453517,1105.643188,663.5569458,0.930661917
311,892.5595703,661.0788574,0.750671446,967.4099121,613.7766724,0.673085332,919.5230713,668.1047363,0.707247376,1089.706421,664.2268066,0.873373449,1105.220459,662.4615479,0.941628039
312,891.5421753,662.519104,0.750021935,966.5355225,613.8319092,0.64970845,917.9272461,670.5988159,0.7165519,1088.828735,663.3643188,0.872079909,1105.040771,661.8175659,0.940254867
313,891.3110962,662.2601929,0.766841948,965.2012939,613.9279175,0.631104946,917.3723145,669.9793091,0.719959319,1088.32959,662.9967041,0.877632856,1104.579468,661.289856,0.945577562
314,890.6919556,662.0906982,0.752358556,964.8599243,613.6680908,0.652205765,916.6992798,670.2080688,0.72986114,1086.875488,662.3809814,0.879519701,1103.399414,660.822876,0.942730904
315,890.2294312,663.3969727,0.761454582,965.1710205,613.4700928,0.600284994,916.7598877,670.5119019,0.734155297,1085.534058,662.2978516,0.877374947,1102.224854,660.7221069,0.940377653
316,889.7114258,662.4558105,0.766737819,964.6879272,614.109375,0.616297781,915.8881226,666.9829712,0.719580293,1084.831787,661.6219482,0.864325047,1101.34668,660.3209229,0.922770321
317,889.140686,662.1133423,0.766030312,957.0044556,614.3831787,0.609139025,915.5645752,666.873291,0.728471756,1084.014893,661.12677,0.842610776,1100.22229,660.3833618,0.903156996
318,887.9962769,662.2023926,0.762668312,954.5912476,614.411499,0.683097064,915.1140137,666.5005493,0.721034884,1083.23999,660.3336792,0.807322025,1098.397827,659.789856,0.85013032
319,886.9927979,662.9007568,0.779832661,952.3544922,614.6817017,0.722453713,913.9500732,669.77948,0.730265379,1082.208496,660.5126953,0.786025047,1098.916992,659.6522827,0.86243999
320,886.5986328,662.6213989,0.780202389,951.0238037,615.0646362,0.754189849,914.0670776,666.3165894,0.732700825,1080.920776,660.2677612,0.796038091,1098.240356,659.1621094,0.884021282
321,886.3952026,663.7642822,0.771967649,949.8148193,615.6213379,0.747289538,913.2064209,666.710083,0.708562315,1079.394409,660.0651855,0.79387176,1097.314087,658.6192017,0.898028076
322,885.7781372,664.2061768,0.77967155,948.8781738,615.5562744,0.726643443,912.7157593,669.6977539,0.712016344,1078.125366,660.6612549,0.800459087,1095.957764,658.3983765,0.924507976
323,885.2178955,663.9658203,0.801799238,949.3252563,615.1135864,0.726395488,912.3025513,666.8252563,0.718628645,1077.376709,660.2555542,0.807494879,1095.878662,657.9553223,0.929368436
324,883.6590576,663.852417,0.795667648,948.882019,615.7523193,0.732718229,910.6501465,669.7825928,0.680091441,1079.167603,659.1446533,0.799478352,1094.487915,657.2959595,0.925634801
325,882.0065918,663.4992676,0.792355955,949.5073242,614.7919922,0.712260723,909.4291382,670.2093506,0.649788022,1077.772705,658.9768066,0.823160708,1093.630127,657.0623169,0.935151696
326,881.7057495,663.3967285,0.794525862,949.9729614,614.0824585,0.684043586,908.7276001,666.093811,0.609607637,1077.46814,658.5971069,0.821324289,1092.685059,657.0474243,0.933269501
327,880.5722046,663.1601563,0.789860606,949.598877,614.147583,0.702584863,908.6814575,666.152832,0.617914855,1076.283936,658.8894653,0.838859558,1092.30835,656.8729858,0.944841623
328,879.9021606,663.562439,0.781240225,947.3896484,614.0039063,0.701420724,904.0831299,671.8353882,0.632064283,1075.208618,658.0853882,0.812580466,1091.315918,656.7375488,0.940628648
329,879.027832,663.630249,0.782227695,942.2382813,616.5206909,0.68351984,903.4509888,671.8623047,0.658184409,1073.941284,657.9777832,0.822663724,1090.601074,656.7144775,0.941990912
330,876.7230225,666.2336426,0.766694605,940.3414917,616.9482422,0.675168276,902.9904175,671.750061,0.673477352,1072.387207,658.2408447,0.834430993,1089.883179,657.0803833,0.947133064
331,877.6790771,663.6964111,0.775091112,939.5643921,616.3729248,0.699602902,902.9869385,671.7849121,0.686588109,1071.363159,658.5101318,0.863868594,1089.30127,656.9949341,0.953424275
332,877.1834106,663.3519287,0.780093014,940.5317993,614.4016113,0.717601061,902.3873291,671.3173828,0.693469107,1070.191772,658.6231689,0.876455367,1088.43689,657.1151733,0.956110001
333,876.5640869,663.8513184,0.774171352,939.4396362,613.6844482,0.750036478,902.4031372,671.2137451,0.691560507,1068.951172,658.1589355,0.866188109,1087.768921,656.9769897,0.951917887
334,874.461792,667.1282349,0.77198571,937.3778076,613.3587036,0.78758949,901.038208,671.2786255,0.713155627,1068.205933,658.1698608,0.852264345,1086.342651,656.4321899,0.940345645
335,875.4699097,664.7927856,0.780917645,936.7346802,614.1676636,0.794907212,900.15625,671.0114746,0.720589817,1067.167847,658.0012817,0.835162878,1084.979004,656.0579224,0.922596395
336,875.0805054,664.2468262,0.786666334,935.3209229,614.9442139,0.797224104,900.3356323,670.6169434,0.727914691,1067.547241,657.9412842,0.820617139,1084.228027,655.5274048,0.88544333
337,874.5402222,664.581543,0.791166067,934.8431396,614.9987793,0.791282535,899.8707275,670.5491333,0.733516216,1066.668579,657.9631348,0.819176137,1083.062866,655.5071411,0.857540846
338,872.7824707,664.4277344,0.792864084,933.3796387,614.4207764,0.784099758,899.727478,670.8502808,0.729501963,1065.149658,657.6824951,0.762017727,1081.343872,656.8406372,0.835544288
339,872.6364136,665.4872437,0.809966624,933.7137451,613.2971802,0.791478813,899.3035889,671.149231,0.736900449,1064.315186,657.3381348,0.756897211,1080.873901,656.3695679,0.840763509
340,872.1417236,665.213623,0.815945923,933.4655762,613.9472656,0.757463455,898.8812256,670.7523193,0.736286402,1063.55835,658.5160522,0.74165833,1081.255859,655.4318848,0.8514238
341,871.640564,665.8665161,0.822736382,932.9008789,614.0640869,0.727149665,898.1461792,670.9198608,0.73084259,1062.224365,658.0661621,0.779756844,1080.45752,654.7817993,0.875072777
342,870.9974365,665.644043,0.815620959,931.8883667,614.2919922,0.657326221,897.6879272,670.7510986,0.739587784,1061.807373,657.0146484,0.792890191,1080.176514,654.5653687,0.876273036
