Unnamed: 0,bodypart2_x,bodypart2_y,bodypart2_p,bodypart4_x,bodypart4_y,bodypart4_p,bodypart14_x,bodypart14_y,bodypart14_p,bodypart15_x,bodypart15_y,bodypart15_p,bodypart16_x,bodypart16_y,bodypart16_p,Fish_mid_x,Fish_mid_y,Fish_mid_p
225,962.7562,679.844,0.85051197,1033.3783,639.0695,0.80911183,989.4201,688.12976,0.6269977,1156.4999,701.6427,0.6964203,1172.2727,702.44275,0.9016308,1095.0107,694.3655,
226,961.7203,679.0852,0.83386314,1031.7279,637.85754,0.8090187,984.9045,690.1962,0.64618945,1156.3533,701.8872,0.718615,1171.544,702.127,0.9080562,1095.9991,694.2482,
227,960.8753,678.4116,0.8247492,1031.9646,638.0751,0.8084961,984.5731,689.7132,0.6679747,1155.7102,701.8055,0.71570873,1171.3608,702.0172,0.907131,1095.8584,694.00104,
228,960.23083,678.31616,0.8175477,1029.727,637.7798,0.78391075,983.9742,689.5334,0.67790675,1154.8181,702.37054,0.66335446,1170.5156,702.2189,0.89419425,1093.7478,694.0335,
229,959.34454,678.22095,0.82066435,1028.6774,636.7303,0.7556316,983.50494,689.44183,0.6964575,1154.5641,702.24554,0.7119185,1170.2887,702.29565,0.9022526,1094.592,694.16656,
230,958.1375,678.0061,0.79344183,1029.3185,634.6491,0.7435256,983.0005,688.6172,0.715884,1154.6061,701.81683,0.71281636,1169.9325,702.0612,0.89949787,1095.5393,694.0552,
231,957.4561,676.82825,0.8056739,1028.0488,636.8576,0.781916,982.15674,688.65594,0.7382791,1153.5292,701.64636,0.68717223,1169.0017,702.2292,0.8888694,1092.977,693.46857,
232,956.4603,676.3995,0.8039501,1027.1191,637.33105,0.78930587,981.55347,687.70056,0.74788755,1152.3359,701.6245,0.6396532,1167.8876,702.40106,0.8676556,1090.0405,693.1417,
233,955.6411,675.6475,0.827861,1027.2135,637.45264,0.7965659,981.5297,687.4812,0.74025875,1151.3984,701.8154,0.6850231,1167.1458,702.4025,0.87367934,1089.2582,692.9531,
234,954.8858,675.38055,0.84517807,1025.3793,637.6989,0.7507009,981.13043,686.51605,0.7384684,1150.6301,701.99603,0.6963207,1165.9608,702.36566,0.854608,1087.0532,692.7398,
235,954.12415,675.253,0.8544235,1024.8342,637.4869,0.73902047,980.7945,686.3354,0.7322999,1150.2958,701.55115,0.6967339,1164.9508,701.89496,0.81262934,1084.4249,692.1635,
236,953.0331,674.61316,0.8587282,1026.453,634.10016,0.70620704,979.6779,684.15027,0.72896355,1149.8037,701.51074,0.68232375,1162.0186,704.2646,0.7463775,1079.9193,692.31165,
237,952.47565,674.5939,0.8709897,1026.7977,634.18787,0.72703975,979.1157,684.15906,0.7473944,1148.7753,701.1031,0.71678287,1161.0813,703.6648,0.7619653,1080.0024,692.1075,
238,951.6725,674.37006,0.86659354,1024.9991,637.26416,0.6950777,978.7772,683.3116,0.7483712,1148.0847,701.4523,0.6746444,1163.3378,704.0258,0.7794939,1079.8649,692.2038,
239,951.0496,674.31213,0.8620202,1026.079,633.54974,0.70633453,977.8262,682.4322,0.7446099,1147.0544,701.8969,0.6489272,1162.729,703.89636,0.83556414,1080.6311,692.4753,
240,949.969,674.137,0.8612609,1020.05005,634.3395,0.68111676,976.87555,681.77277,0.7608054,1146.4094,702.1648,0.5962435,1160.7764,703.81396,0.85582584,1078.5891,692.3401,
241,950.1659,673.7683,0.86873835,1021.265,632.2645,0.68194324,976.60364,681.88635,0.7546241,1145.0289,702.6088,0.59847677,1159.9886,703.8684,0.87668365,1078.4006,692.39056,
242,948.9918,673.79333,0.8699538,1020.92664,632.54004,0.7466962,975.796,681.4621,0.73583466,1143.98,702.84357,0.6287965,1159.5933,703.8337,0.9015703,1079.1744,692.6867,
243,948.2629,673.4148,0.8658001,1024.9526,632.5801,0.74088866,975.36316,680.8594,0.72154593,1143.9982,702.77167,0.6311453,1159.625,703.766,0.89838123,1079.1099,692.53345,
244,947.34094,672.8141,0.8423696,1020.7983,632.8208,0.7330045,974.8936,680.21545,0.71038336,1143.695,703.0276,0.6273816,1158.9614,703.5615,0.9048128,1079.8561,692.5129,
245,946.479,672.29486,0.82488865,1021.27356,632.7125,0.738221,974.17786,679.99554,0.6709527,1143.6794,702.93024,0.66417545,1158.6056,703.3918,0.9207288,1081.8793,692.6199,
246,946.23865,672.1029,0.8202347,1021.41406,632.7432,0.73601776,974.0084,679.7483,0.67968553,1142.9232,703.233,0.6445107,1157.5631,703.1127,0.9221954,1080.9918,692.48914,
247,945.73785,671.36865,0.801347,1021.0377,631.94794,0.75455594,973.6592,678.90375,0.6570098,1142.4559,702.94574,0.6035973,1156.9658,702.89514,0.92173976,1080.4513,692.05005,
248,944.283,670.5674,0.7496353,1020.8,631.1704,0.7921553,973.4706,678.1371,0.6457031,1142.1862,702.926,0.5710439,1156.5989,702.91595,0.91511965,1081.7308,692.07245,
249,943.24347,670.2262,0.7350537,1020.5006,630.58984,0.818256,970.0738,679.3782,0.663436,1141.7651,702.8486,0.5025583,1156.1791,702.64435,0.9064978,1079.801,691.5785,
250,939.4397,671.57513,0.73689306,1019.9518,631.5128,0.78787947,968.60223,679.54376,0.6897537,1141.3928,701.68365,0.5756355,1155.6477,701.9321,0.9032212,1080.04,691.7717,
251,939.1912,670.75464,0.75789756,1019.8103,631.0876,0.80376124,967.79987,679.1897,0.71917075,1140.7954,701.53784,0.66373444,1155.0376,701.4737,0.9124147,1080.8992,691.517,
252,939.1643,670.4209,0.7684482,1018.9859,630.51184,0.81582934,967.2681,678.9128,0.73262423,1140.2521,701.0539,0.716872,1153.482,700.9169,0.90876853,1080.7294,691.1694,
253,940.0487,668.3736,0.76434433,1018.7901,630.13434,0.83279985,967.37115,678.305,0.7374721,1138.9731,700.97797,0.7386764,1152.5558,700.5159,0.8929177,1080.575,690.4044,
254,939.09186,667.83,0.7617293,1017.85016,629.89514,0.8287637,966.40845,677.6455,0.7432115,1137.9772,700.8469,0.7279309,1151.4808,700.299,0.8692815,1078.731,689.98346,
255,938.2608,667.16034,0.75193006,1017.09625,630.3227,0.8623019,965.327,677.22784,0.7658746,1136.7172,700.2561,0.7605866,1150.4745,699.98334,0.86667734,1079.0077,689.697,
256,936.63135,668.16766,0.73601735,1017.7088,629.91345,0.86323166,965.26556,676.86285,0.76538855,1135.7118,699.78815,0.7654634,1149.34,699.66077,0.839914,1078.0197,689.80255,
257,938.1831,666.926,0.7674263,1018.2439,629.8864,0.85997826,964.4116,676.6298,0.7756469,1135.1245,699.31866,0.76905066,1148.7565,699.7344,0.8210913,1075.7646,688.9191,
258,937.3591,666.9505,0.7944886,1017.48596,629.25903,0.8657949,963.98285,676.4094,0.77311647,1134.3154,699.1131,0.73813415,1146.2069,702.3632,0.77286506,1070.4291,689.11914,
259,936.48285,663.8402,0.80912054,1017.50476,628.94104,0.87637866,963.7948,675.5807,0.74682003,1134.071,699.34924,0.72574943,1145.5688,702.4231,0.78438306,1069.0269,688.00073,
260,936.46216,663.819,0.80784017,1016.5968,628.6192,0.8848133,963.1417,675.64923,0.7270131,1133.8165,699.176,0.6874545,1145.072,702.1314,0.7784231,1067.5509,687.6257,
261,935.37445,663.49646,0.82765466,1016.4741,627.9501,0.8970551,962.5974,674.43115,0.73735505,1133.517,699.0578,0.64700705,1144.296,702.1552,0.77034694,1064.1676,687.01044,
262,935.1353,663.3658,0.81415826,1016.7985,627.92975,0.87729466,962.00525,674.6375,0.7404329,1132.641,698.76996,0.62026584,1143.7465,701.79926,0.7507452,1062.869,686.6197,
263,934.4015,663.1692,0.8421435,1017.4441,627.0931,0.87209004,961.35913,673.8083,0.7330128,1131.2964,698.6642,0.6238989,1146.7893,701.22473,0.7878196,1063.1431,686.2967,
264,933.69867,663.0177,0.8442892,1017.1178,626.2249,0.86124057,961.81256,673.1621,0.7096278,1130.1133,698.082,0.6373944,1145.2363,697.72144,0.818599,1063.4037,685.0838,
265,932.92303,662.78015,0.832493,1016.40704,625.9812,0.85025007,961.685,672.56525,0.68271697,1128.8835,697.9808,0.69103,1144.7682,697.05426,0.86474353,1066.3279,685.3752,
266,931.6973,662.0147,0.8165251,1014.8072,625.38275,0.82003635,961.1629,672.233,0.6450376,1127.8878,697.41144,0.68884057,1143.831,696.4266,0.88516194,1066.779,684.9564,
267,931.30054,662.49274,0.826665,1014.2653,624.59375,0.79365045,960.77185,672.3991,0.6442355,1127.2041,697.3859,0.69747597,1143.3422,696.207,0.9014749,1066.4366,685.05597,
268,930.17004,662.0966,0.8156965,1013.9371,624.36926,0.77384317,959.8657,672.44434,0.6191325,1126.225,697.4565,0.7011571,1142.1799,696.0806,0.91525376,1066.475,685.07947,
269,930.04816,662.1862,0.82711697,1013.0734,624.15717,0.777344,959.87537,669.7374,0.59703743,1128.3907,696.36743,0.67103374,1141.2703,696.0544,0.9078847,1065.0669,684.4989,
270,929.8075,662.2636,0.80080026,1013.9195,624.35565,0.7792169,959.944,669.51135,0.58206576,1127.5101,695.8468,0.6576377,1140.689,695.42664,0.8975453,1065.3315,684.2718,
271,928.8936,661.57916,0.8259225,1012.96564,623.7861,0.7205964,959.352,668.12415,0.5989432,1126.998,695.4559,0.7340249,1139.9056,694.79553,0.9207303,1065.8315,683.93176,
272,928.44653,661.0048,0.81933063,1012.52924,623.4701,0.654203,952.69904,672.154,0.60511893,1125.922,695.3103,0.72117007,1139.2316,694.36255,0.9168016,1065.0441,683.5183,
273,926.9154,660.66925,0.796468,1011.1697,622.86804,0.63642675,952.2921,671.6198,0.6287141,1125.5282,695.49225,0.726725,1138.7667,694.18665,0.9233201,1065.8656,683.6628,
274,926.36957,660.3723,0.7860799,1011.2489,622.8063,0.64394736,951.35675,671.1448,0.64900404,1124.69,694.3094,0.73714167,1137.8566,693.55176,0.92056775,1065.8572,683.10767,
275,926.27527,659.5888,0.78372246,1010.8475,622.32117,0.6456188,950.92725,670.899,0.67772996,1123.4032,694.0991,0.8379159,1137.4429,693.03906,0.94249594,1068.312,683.1615,
276,925.3262,659.8923,0.78493273,1010.60583,621.6975,0.613552,950.5761,670.9112,0.681603,1122.436,693.7109,0.8420716,1135.9323,693.0126,0.93550116,1066.9855,683.0968,
277,923.0405,659.59515,0.79558164,1004.1792,621.08905,0.6146812,950.065,670.50714,0.68236613,1121.5616,693.5562,0.85081327,1135.3335,692.8739,0.93323594,1065.3182,682.83545,
278,922.5738,658.86444,0.818919,1003.18945,620.8777,0.6480368,949.45404,669.79736,0.686991,1120.6296,693.232,0.83526313,1134.2963,693.03503,0.91656625,1062.411,682.21387,
279,922.0238,658.72296,0.84028745,1002.77515,620.90186,0.65373313,949.31244,669.72974,0.69523066,1119.5553,692.6094,0.8606232,1134.2009,692.15204,0.9278674,1061.5839,681.61615,
280,921.2014,658.42346,0.8518745,1002.6145,621.4073,0.6858706,950.34247,668.7616,0.6967333,1118.5261,691.9445,0.8486644,1133.6655,691.83044,0.9210623,1059.7256,681.01196,
281,920.327,658.8823,0.8477552,1001.3842,621.6408,0.723502,949.62067,668.41003,0.72517794,1118.0375,691.18396,0.84209484,1133.2931,691.4231,0.91806686,1059.1382,680.7679,
282,919.94037,658.3905,0.8577293,1000.16437,619.77075,0.724476,948.1741,667.9917,0.73055565,1116.928,690.0545,0.81840366,1132.1298,690.49884,0.907298,1056.8646,679.69775,
283,919.22595,658.6001,0.8709276,1000.2398,619.9214,0.7129895,947.45215,667.46826,0.7405642,1116.0292,689.66626,0.8206024,1131.1526,690.3563,0.88430196,1054.6791,679.39923,
284,918.27704,659.0416,0.8700809,999.87573,620.3448,0.6739413,946.71515,667.3795,0.7411737,1115.2911,689.31537,0.77292514,1128.8497,691.35614,0.8565235,1051.3572,679.47644,
285,918.4386,658.8374,0.8689893,1000.8233,619.44495,0.5917084,946.9812,667.10266,0.7336801,1114.3427,687.3307,0.7358969,1130.2313,688.9802,0.8867171,1051.6722,677.9802,
286,917.0255,658.9935,0.85817313,989.5114,618.3798,0.50302184,945.4404,667.00604,0.7322677,1112.8558,685.2391,0.7635835,1129.413,687.87555,0.8759976,1051.3796,677.14636,
287,915.35675,659.55365,0.86404234,997.8188,618.9002,0.5178221,944.73737,666.516,0.7203655,1112.2401,684.7597,0.79421383,1128.1216,686.7641,0.9058455,1051.5056,676.97394,
288,913.3372,660.04034,0.8518833,986.79584,618.5128,0.5630033,943.17395,665.75745,0.66906095,1111.0935,683.5915,0.8248551,1127.0156,685.82544,0.89951915,1051.2614,676.5839,
289,911.795,660.1584,0.82907784,986.91125,618.37115,0.5846997,942.29175,665.92346,0.638736,1110.3414,683.26355,0.84280396,1126.2015,684.8712,0.8895722,1051.5851,676.3433,
290,910.8202,660.3556,0.8066911,984.99457,617.8596,0.57524526,937.30475,667.5722,0.62729746,1110.494,680.1613,0.81852645,1125.167,680.59,0.9215801,1052.5574,674.043,
291,910.6996,659.9608,0.80651146,983.7596,616.4361,0.5464692,936.6288,667.9013,0.66174525,1108.5631,679.1665,0.8510122,1123.5887,678.6804,0.9448865,1052.6989,673.03796,
292,909.5422,659.9377,0.80305827,984.5373,618.1948,0.53939515,936.4138,669.0118,0.66956294,1107.493,678.5994,0.84973776,1122.8398,677.4753,0.9502296,1052.0256,672.43176,
293,908.41235,659.8974,0.80769515,983.5241,616.5453,0.5097779,935.2072,668.78455,0.69998306,1105.647,677.88824,0.86677134,1121.9525,676.29803,0.9554785,1050.9972,671.7853,
294,907.8458,660.12085,0.79355985,983.05975,615.4419,0.5677202,934.2698,668.4977,0.7174374,1105.0084,676.1367,0.87778556,1121.4896,674.8026,0.9603725,1051.571,670.8205,
295,907.4106,660.1308,0.81304383,983.8138,615.78864,0.5755195,933.3033,668.24506,0.72777843,1103.506,676.03076,0.8967004,1120.3906,673.9865,0.9604494,1049.8705,670.4541,
296,904.6369,660.36945,0.8158446,982.90326,614.8802,0.5737918,932.41846,668.11945,0.7247314,1102.8036,675.3905,0.89560616,1119.5361,673.67065,0.95410144,1048.14,670.1774,
297,904.0468,660.27545,0.8194433,981.5421,614.34283,0.57361156,930.92377,667.6217,0.72466683,1102.0797,674.748,0.89330506,1118.6581,673.68146,0.950287,1047.0588,669.91406,
298,903.60394,660.6132,0.821878,971.6127,616.81506,0.49136195,930.20355,666.9467,0.73296714,1101.0939,673.65375,0.8678705,1117.8245,672.8009,0.9316177,1045.1207,669.262,
299,903.39716,660.9691,0.8222429,971.20935,615.29346,0.51654726,929.71985,666.26276,0.7275147,1100.1676,673.34094,0.8480318,1116.2975,672.2636,0.89641243,1042.7651,669.00134,
300,902.5578,660.90344,0.8222967,971.4764,615.26636,0.5109154,929.62213,666.44495,0.7069604,1099.5491,671.8742,0.8087757,1112.9094,673.7903,0.8847037,1039.8596,668.96216,
301,901.5707,661.1618,0.82046425,971.1493,615.15765,0.59577537,929.27637,666.2875,0.6994967,1098.6663,670.5871,0.7950345,1114.2194,671.9753,0.8955592,1039.8141,668.00256,
302,900.055,661.3744,0.8199689,970.3807,615.2845,0.5931846,927.98254,665.5165,0.69427806,1097.8007,670.1337,0.7810842,1113.2953,671.43085,0.90802705,1038.7847,667.7406,
303,899.37146,661.84076,0.8265423,969.7011,615.0702,0.6607567,927.09424,665.5922,0.6765491,1096.4779,669.24384,0.8348435,1112.455,670.54816,0.91568804,1038.9371,667.3329,
304,898.766,662.0646,0.81005585,969.0466,614.8423,0.66037613,926.56744,666.3112,0.6671302,1095.3641,668.7676,0.8693666,1111.375,669.96344,0.92147654,1039.8057,667.1036,
305,897.5138,661.7775,0.82447755,969.1457,614.93677,0.65397877,926.49286,666.0578,0.6640415,1093.9333,668.50696,0.8870016,1110.466,669.45496,0.92488754,1038.3065,666.73505,
306,896.2741,661.5604,0.81092435,967.84814,615.57837,0.6581259,925.92706,665.80585,0.6266771,1092.8326,667.4731,0.88377625,1109.1694,668.33795,0.9135597,1037.4435,665.93774,
307,894.89856,661.4453,0.798666,967.8319,615.82825,0.672052,921.7381,668.2705,0.65256745,1092.1948,667.0242,0.88658977,1107.9958,667.49457,0.90859,1036.9806,665.4712,
308,894.84106,661.8152,0.7937439,968.21094,614.22205,0.65151525,921.5303,668.2993,0.6520369,1091.3495,666.44775,0.8857441,1107.9628,665.3499,0.9166061,1037.1337,664.64374,
309,893.8427,661.564,0.7679705,968.5773,614.0368,0.65206385,920.9464,668.60785,0.6613664,1090.408,666.2465,0.88519174,1107.491,664.9348,0.92048186,1037.8632,664.3801,
310,893.3484,661.5914,0.7489167,967.7173,613.9891,0.6645818,920.1397,668.2674,0.6727975,1089.09,665.38153,0.8534535,1105.6432,663.55695,0.9306619,1037.2988,663.5906,
311,892.5596,661.07886,0.75067145,967.4099,613.7767,0.67308533,919.5231,668.10474,0.7072474,1089.7064,664.2268,0.87337345,1105.2205,662.46155,0.94162804,1037.7185,662.6579,
312,891.5422,662.5191,0.75002193,966.5355,613.8319,0.64970845,917.92725,670.5988,0.7165519,1088.8287,663.3643,0.8720799,1105.0408,661.81757,0.94025487,1037.0304,662.5493,
313,891.3111,662.2602,0.76684195,965.2013,613.9279,0.63110495,917.3723,669.9793,0.7199593,1088.3296,662.9967,0.87763286,1104.5795,661.28986,0.94557756,1035.9304,662.1555,
314,890.69196,662.0907,0.75235856,964.8599,613.6681,0.65220577,916.6993,670.20807,0.72986114,1086.8755,662.381,0.8795197,1103.3994,660.8229,0.9427309,1035.5967,661.72565,
315,890.22943,663.397,0.7614546,965.171,613.4701,0.600285,916.7599,670.5119,0.7341553,1085.534,662.29785,0.87737495,1102.2249,660.7221,0.94037765,1033.9601,662.04785,
316,889.7114,662.4558,0.7667378,964.6879,614.1094,0.6162978,915.8881,666.983,0.7195803,1084.8318,661.62195,0.86432505,1101.3467,660.3209,0.9227703,1032.218,661.4022,
317,889.1407,662.11334,0.7660303,957.00446,614.3832,0.609139,915.5646,666.8733,0.72847176,1084.0149,661.1268,0.8426108,1100.2223,660.38336,0.903157,1030.4111,661.16034,
318,887.9963,662.2024,0.7626683,954.59125,614.4115,0.68309706,915.114,666.50055,0.7210349,1083.24,660.3337,0.807322,1098.3978,659.78986,0.8501303,1027.0361,660.73157,
319,886.9928,662.90076,0.77983266,952.3545,614.6817,0.7224537,913.9501,669.7795,0.7302654,1082.2085,660.5127,0.78602505,1098.917,659.6523,0.86244,1025.4504,660.974,
320,886.59863,662.6214,0.7802024,951.0238,615.06464,0.75418985,914.0671,666.3166,0.7327008,1080.9208,660.26776,0.7960381,1098.2404,659.1621,0.8840213,1025.5203,660.6169,
321,886.3952,663.7643,0.77196765,949.8148,615.62134,0.74728954,913.2064,666.7101,0.7085623,1079.3944,660.0652,0.79387176,1097.3141,658.6192,0.8980281,1025.4562,660.69714,
322,885.77814,664.2062,0.77967155,948.8782,615.5563,0.72664344,912.71576,669.69775,0.71201634,1078.1254,660.66125,0.8004591,1095.9578,658.3984,0.924508,1024.8317,660.9295,
323,885.2179,663.9658,0.80179924,949.32526,615.1136,0.7263955,912.30255,666.82526,0.71862864,1077.3767,660.25555,0.8074949,1095.8787,657.9553,0.92936844,1023.4595,660.5853,
324,883.65906,663.8524,0.79566765,948.882,615.7523,0.7327182,910.65015,669.7826,0.68009144,1079.1676,659.14465,0.79947835,1094.4879,657.29596,0.9256348,1023.0823,659.9518,
325,882.0066,663.49927,0.79235595,949.5073,614.792,0.7122607,909.42914,670.20935,0.649788,1077.7727,658.9768,0.8231607,1093.6301,657.0623,0.9351517,1022.77246,659.6798,
326,881.70575,663.3967,0.79452586,949.97296,614.08246,0.6840436,908.7276,666.0938,0.60960764,1077.4681,658.5971,0.8213243,1092.685,657.0474,0.9332695,1022.0228,659.5257,
327,880.5722,663.16016,0.7898606,949.5989,614.1476,0.70258486,908.68146,666.15283,0.61791486,1076.2839,658.88947,0.83885956,1092.3083,656.873,0.9448416,1022.10046,659.4599,
328,879.90216,663.56244,0.7812402,947.38965,614.0039,0.7014207,904.0831,671.8354,0.6320643,1075.2086,658.0854,0.81258047,1091.3159,656.73755,0.94062865,1020.9837,659.27344,
329,879.02783,663.63025,0.7822277,942.2383,616.5207,0.68351984,903.451,671.8623,0.6581844,1073.9413,657.9778,0.8226637,1090.6011,656.7145,0.9419909,1020.239,659.2466,
330,876.723,666.23364,0.7666946,940.3415,616.94824,0.6751683,902.9904,671.75006,0.67347735,1072.3872,658.24084,0.834431,1089.8832,657.0804,0.94713306,1020.0206,660.2143,
331,877.6791,663.6964,0.7750911,939.5644,616.3729,0.6996029,902.98694,671.7849,0.6865881,1071.3632,658.51013,0.8638686,1089.3013,656.99493,0.9534243,1020.0513,659.5035,
332,877.1834,663.3519,0.780093,940.5318,614.4016,0.71760106,902.3873,671.3174,0.6934691,1070.1918,658.62317,0.87645537,1088.4369,657.1152,0.95611,1019.2398,659.4832,
333,876.5641,663.8513,0.77417135,939.43964,613.68445,0.7500365,902.40314,671.21375,0.6915605,1068.9512,658.15894,0.8661881,1087.7689,656.977,0.9519179,1018.4058,659.4249,
334,874.4618,667.12823,0.7719857,937.3778,613.3587,0.7875895,901.0382,671.2786,0.7131556,1068.2059,658.16986,0.85226434,1086.3427,656.4322,0.94034564,1016.5358,660.2293,
335,875.4699,664.7928,0.78091764,936.7347,614.16766,0.7949072,900.15625,671.0115,0.7205898,1067.1678,658.0013,0.8351629,1084.979,656.0579,0.9225964,1014.67285,659.38416,
336,875.0805,664.2468,0.78666633,935.3209,614.9442,0.7972241,900.33563,670.61694,0.7279147,1067.5472,657.9413,0.82061714,1084.228,655.5274,0.88544333,1012.7329,659.0738,
337,874.5402,664.58154,0.79116607,934.84314,614.9988,0.79128253,899.8707,670.54913,0.7335162,1066.6686,657.96313,0.81917614,1083.0629,655.50714,0.85754085,1010.7718,659.2315,
338,872.7825,664.42773,0.7928641,933.37964,614.4208,0.78409976,899.7275,670.8503,0.72950196,1065.1497,657.6825,0.7620177,1081.3439,656.84064,0.8355443,1007.0052,659.6255,
339,872.6364,665.48724,0.8099666,933.71375,613.2972,0.7914788,899.3036,671.14923,0.73690045,1064.3152,657.33813,0.7568972,1080.8739,656.36957,0.8407635,1005.61365,659.7414,
340,872.1417,665.2136,0.8159459,933.4656,613.94727,0.75746346,898.8812,670.7523,0.7362864,1063.5583,658.51605,0.74165833,1081.2559,655.4319,0.8514238,1004.97974,659.6945,
